ISBN,Título,Precio,Autores,Colecciones,Editoriales,Series,Fecha de venta,Formato,Páginas,Nombre Imagen
9788416435289,JUEZ DREDD: LOS ARCHIVOS COMPLETOS 04 (Ed. Integral),25.0,"Brendan MaCarthy, Brian Bolland, Ian Gibson, John Wagner, Mike McMahon, Prat Mils, Varios autores",CÓMIC USA,Kraken,JUEZ DREDD,19/9/2019,Rústica,240,dredd_4.jpg
9788417058487,"PAIS DEL ORO, PAIS DEL AGUA",10.0,Nao Iwamoto,CÓMIC MANGA,Fandogamia,"PAIS DEL ORO, PAIS DEL AGUA",19/9/2019,Rústica con sobrecubierta,292,pais_oro_agua.jpg
9788417920999,DR. STONE 09,8.0,"Boichi, Riichiro Inagaki",CÓMIC MANGA,Ivréa,DR. STONE,19/9/2019,Rústica con sobrecubierta,200,stone_9.jpg
9788418026270,BATMAN: ESPECIAL DETECTIVE COMICS 1.000 (Portada alternativa de Brian Bolland),19.95,"Alex Maleev, Álvaro Martínez Bueno, Becky Cloonan, Brian Michael Bendis, Christopher Priest, Dennis O'Neil, Dustin Nguyen, Geoff Johns, Greg Capullo, James Tynion IV, Jim Lee, Kelley Jones, Kevin Smith, Neal Adams, Paul Dini, Scott Snyder, Steve Epting, Tom King, Tony S. Daniel, Warren Ellis",UNIVERSO DC,ECC Ediciones,BATMAN: ESPECIAL DETECTIVE COMICS 1.000,19/9/2019,Cartoné,168,batman_2.jpg
9788417960476,DETECTIVE COMICS: 80 ANOS DE BATMAN,39.0,Varios autores,UNIVERSO DC,ECC Ediciones,DETECTIVE COMICS: 80 ANOS DE BATMAN,19/9/2019,Cartoné,416,80_a_os_batman.jpg
9788417960834,PERFECT WORLD 06,6.95,Rie Aruga,CÓMIC MANGA,ECC Ediciones,PERFECT WORLD,19/9/2019,Rústica con sobrecubierta,168,perfect_world_.jpg
9788417960841,BATMAN / HOUDINI: EL TALLER DEL DIABLO (Nueva edicion),16.95,"Howard Chaykin, John Francis Moore, Mark Chiarello",UNIVERSO DC,ECC Ediciones,BATMAN / HOUDINI: EL TALLER DEL DIABLO (Nueva edicion),19/9/2019,Cartoné,72,batman_houdini.jpg
9788417960872,GREEN LANTERN 02: SIN MIEDO (RECARGA PARTE 02),19.95,"Darwyn Cooke, Ethan Van Sciver, Geoff Johns",UNIVERSO DC,ECC Ediciones,GREEN LANTERN SAGA: GREEN LANTERN,19/9/2019,Cartoné,168,green_2.jpg
9788417960773,BATMAN: CABALLERO BLANCO (Edicion integral),25.0,Sean Murphy,UNIVERSO DC,ECC Ediciones,.HACK,19/9/2019,Cartoné,232,caballero_blanco.jpg
9788417960896, BATMAN: EL ULTIMO CABALLERO DE LA TIERRA. LIBRO UNO,10.95,"Greg Capullo, Scott Snyder",UNIVERSO DC,ECC Ediciones,BATMAN: EL ULTIMO CABALLERO DE LA TIERRA,19/9/2019,Cartoné,56,batman_ultimo_caballero.jpg
9788417960858,SUPERGIRL: LOS ASESINOS DE KRYPTON (Primera temporada),22.5,"Dan Jurgens, Kevin Maguire, Lan Medina, Marc Andreyko, Tom Derenick",UNIVERSO DC,ECC Ediciones,SUPERGIRL: PRIMERA TEMPORADA,19/9/2019,Rústica,240,supergirl.jpg
9788417960919,BILLY BATSON Y LA MAGIA DE !SHAZAM! 08 (Kodomo),3.5,"Art Baltazar, Byron Vaughns",UNIVERSO DC,ECC Ediciones,BILLY BATSON Y LA MAGIA DE !SHAZAM!,19/9/2019,Grapa,48,batson_shazam_8.jpg
9788412034943,JAZZ MAYNARD 07: LIVE IN BARCELONA,15.95,"Raule, Roger",CÓMIC EUROPEO,Diábolo Ediciones,JAZZ MAYNARD,19/9/2019,Cartoné,48,jazz_7.jpg
9788416986675,LA ESPADA SALVAJE DE CONAN MAGAZINE No 01: 1974-1975 (Marvel Limited edition),45.95,"Alfredo Alcalá, Barry Windsor-Smith, John Buscema, Roy Thomas",CÓMIC USA,Panini Comics,LA ESPADA SALVAJE DE CONAN MAGAZINE,19/9/2019,Cartoné,536,espada_salvaje_conan_3.jpg
9788413340890,MARVEL HEROES 96: CAPITAN AMERICA 02. EL CAPITAN,49.95,"Mark Gruenwald, Paul Neary",MARVEL COMICS,Panini Comics,MARVEL HEROES,19/9/2019,Cartoné,752,cap_america_2.jpg
9788413340920,PECADO ORIGINAL: ?QUIEN A MATADO AL VIGILANTE? (Marvel now! deluxe),27.0,"Jason Aaron, Mike Deodato",MARVEL COMICS,Panini Comics,PECADO ORIGINAL: ?QUIEN A MATADO AL VIGILANTE?,19/9/2019,Cartoné,272,pecado_original.jpg
9788413341095,SR Y SRA X 02: GAMBITO Y PICARA PARA SIEMPRE,15.0,"Kelly Thompson, Óscar Bazaldúa",CÓMIC USA,Panini Comics,SR Y SRA,19/9/2019,Rústica,152,sr_sra_x.jpg
9788417575465,MIRROR 02: EL NIDO,20.0,"Emma Rios, Hwei Lim",CÓMIC EUROPEO,Astiberri,MIRROR,19/9/2019,Cartoné,208,mirror_2.jpg
9788417442378,BALAS PERDIDAS 04: DIAS NEGROS,19.9,David Lapham,CÓMIC USA INDEPENDIENTE,La Cúpula,BALAS PERDIDAS,19/9/2019,Rústica con solapas,260,balas_perdidas_4.jpg
9788417920982,3 X 3 EYES No03 (de 24),14.0,Yuzo Takada,CÓMIC MANGA,Ivréa,3 X 3 EYES,19/9/2019,Rústica con sobrecubierta,400,eyes_3.jpg
9788418026263,BATMAN: ESPECIAL DETECTIVE COMICS 1.000 (Portada alternativa de Alex ross),19.95,"Alex Maleev, Álvaro Martínez Bueno, Becky Cloonan, Brian Michael Bendis, Christopher Priest, Dennis O'Neil, Dustin Nguyen, Geoff Johns, Greg Capullo, James Tynion IV, Jim Lee, Kelley Jones, Kevin Smith, Neal Adams, Paul Dini, Scott Snyder, Steve Epting, Tom King, Tony S. Daniel, Warren Ellis",UNIVERSO DC,ECC Ediciones,BATMAN: ESPECIAL DETECTIVE COMICS 1.000,19/9/2019,Cartoné,168,batman_1_2.jpg
9788413340883,MARVEL TEAM-UP 01: !LA GUERRA DEL MANANA! (Marvel gold),39.95,"Gil Kane, Jim Mooney, Len Wein, Ross Andru, Roy Thomas, Sal Buscema",MARVEL COMICS,Panini Comics,MARVEL TEAM-UP (Marvel gold),19/9/2019,Cartoné,504,team-up_gold.jpg
9788418061080,GOBLIN SLAYER 01,8.5,"Kousuke Kurose, Kumo Kagyu, Noboru Kannatuki",CÓMIC MANGA,Ivréa,GOBLIN SLAYER,19/9/2019,Rústica con sobrecubierta,200,goblin_salyer.jpg
9788491469445,TALES OF ZESTIRIA 04,8.95,Fujimura Ayumi,CÓMIC MANGA,Planeta Cómic,TALES OF ZESTIRIA,17/9/2019,Rústica con sobrecubierta,194,zestiria_4.jpg
9788491735229,LA ESPADA DEL INMORTAL KANZENBAN No 09 (de 15),16.95,Hiroaki Samura,CÓMIC MANGA,Planeta Cómic,LA ESPADA DEL INMORTAL,17/9/2019,Rústica con sobrecubierta,464,espada_inmortal_9.jpg
9788491736653,SWEETNESS AND LIGHTNING 01 (de 05),8.95,Gido Amagakure,CÓMIC MANGA,Planeta Cómic,SWEETNESS AND LIGHTNING,17/9/2019,Rústica con sobrecubierta,192,sweetness.jpg
9788491737186,IBITSU 01 (de 02),8.95,Haruto Ryo,CÓMIC MANGA,Planeta Cómic,IBITSU,17/9/2019,Rústica con sobrecubierta,208,ibitsu.jpg
9788402422903,ENOLA HOLMES 01: Y EL MISTERIO DE LA DOBLE DESAPARICION,16.9,"Nancy Springer, Serena Blasco",INFANTIL Y JUVENIL,Bruguera,ENOLA HOLMES,17/9/2019,Cartoné,72,enola_holmes_1.jpg
9788494746260,EL RETO,15.0,"David Sierra, Pilar Serrano",INFANTIL Y JUVENIL,Libre albedrio,EL RETO,17/9/2019,Cartoné,40,el_reto.jpg
9788417294793,TOWN BOY: LAS AVENTURAS DE UN JOVEN EN MALASIA,16.0,LAT,CÓMIC EUROPEO,Dibbuks,TOWN BOY: LAS AVENTURAS DE UN JOVEN EN MALASIA,17/9/2019,Cartoné,196,town_boy.jpg
9788491461807,SWORD ART ONLINE: PHANTOM BULLET 03 (de 3) ,8.95,"abec, Reki Kawahara",CÓMIC MANGA,Planeta Cómic,SWORD ART ONLINE,17/9/2019,Rústica con sobrecubierta,178,sao_phantom_3.jpg
9788417318468,LOS GUERREROS DE DIOS 01 (Edicion integral),35.0,"Philippe Richelle, Pierre Wachs",CÓMIC EUROPEO,Ponent Mon,LOS GUERREROS DE DIOS,17/9/2019,Cartoné,176,guerreros_dios.jpg
9788491734925,BOLA DE DRAC SUPER 22 (SERIE VERMELLA No 233) (Edicio en catala),2.95,"Akira Toriyama, Toyotaro",CÓMIC MANGA,Planeta Cómic,BOLA DE DRAC SUPER: SERIE VERMELLA (EN CATALA),17/9/2019,Rústica,48,bola_233.jpg
9788491733522,DRAGON QUEST EMBLEM OF ROTO 07 (de 15),16.95,Kamui Fujiwara,CÓMIC MANGA,Planeta Cómic,DRAGON QUEST EMBLEM OF ROTO,17/9/2019,Rústica con sobrecubierta,304,dragon_quest_7.jpg
9788491735182,DAYTIME SHOOTING STARS No11/12,7.95,Mika Yamamori,CÓMIC MANGA,Planeta Cómic,DAYTIME SHOOTING STARS,17/9/2019,Rústica con sobrecubierta,200,daytime_star_11.jpg
9788491468059,ASTRO BOY 04 (de 7),25.0,Osamu Tezuka,CÓMIC MANGA,Planeta Cómic,ASTRO BOY,17/9/2019,Cartoné,752,astro_boy_4.jpg
9788491735250,"MAGI, EL LABERINTO DE LA MAGIA 29",7.95,Shinobu Ohtaka,CÓMIC MANGA,Planeta Cómic,"MAGI, EL LABERINTO DE LA MAGIA",17/9/2019,Rústica con sobrecubierta,192,magi_29.jpg
9788491736684,BLOOM INTO YOU 01 (de 08),8.95,Nakatani Nio,CÓMIC MANGA,Planeta Cómic,BLOOM INTO YOU,17/9/2019,Rústica con sobrecubierta,178,bloom_you.jpg
9788491735335,MY HERO ACADEMIA 18,6.95,Kohei Horikoshi,CÓMIC MANGA,Planeta Cómic,MY HERO ACADEMIA,17/9/2019,Rústica con sobrecubierta,192,hero_academia_18.jpg
9788402422910,ENOLA HOLMES 02: Y EL SORPRENDENTE CASO DE LADY ALISTAIR,16.9,"Nancy Springer, Serena Blasco",INFANTIL Y JUVENIL,Bruguera,ENOLA HOLMES,17/9/2019,Cartoné,72,enola_holmes_2.jpg
9788417318444,SOY CATARO 01,39.0,"Alessandro Calore, Claudia Chec",CÓMIC EUROPEO,Ponent Mon,SOY CATARO,17/9/2019,Cartoné,204,cataro.jpg
9788494894701,LA CHICA DEL TEMPLO,16.9,"Jordi Pastor, Kido",CÓMIC MANGA,SAPRISTI,LA CHICA DEL TEMPLO,17/9/2019,Rústica con solapas,122,chica_templo.jpg
9788416968886,MARTA: LOS TIGRES DEL CANAL,19.95,"Jorge M. Reverte, Pedro Arjona",CÓMIC EUROPEO,Reino de Cordelia,MARTA: LOS TIGRES DEL CANAL,17/9/2019,Cartoné con sobrecubierta,144,marta.jpg
9788417617202,MVSEVM,15.0,Manuel Marsol,CÓMIC EUROPEO,Fulgencio Pimentel,MVSEVM,17/9/2019,Cartoné,52,museum.jpg
9788491734789,DRAGON BALL SUPER 22 (SERIE ROJA No 233),2.95,"Akira Toriyama, Toyotaro",CÓMIC MANGA,Planeta Cómic,DRAGON BALL SUPER: SERIE ROJA,17/9/2019,Rústica,48,dragon_233.jpg
9788491735137,BORUTO 05,7.5,Masashi Kishimoto,CÓMIC MANGA,Planeta Cómic,BORUTO,17/9/2019,Rústica con sobrecubierta,184,boruto_5.jpg
9788491736790,GIRL FRIENDS 02 (de 05),8.95,Milk Morinaga,CÓMIC MANGA,Planeta Cómic,GIRL FRIENDS,17/9/2019,Rústica con sobrecubierta,184,girld_friends_2.jpg
9788417956189,PRINCIPE VALIENTE 1953-1954,29.9,Harold Foster,CÓMIC EUROPEO,Dolmen,PRINCIPE VALIENTE,12/9/2019,Cartoné,112,principe_valiente_2.jpg
9788418061035,AO NO FLAG 06,8.5,Kaito,CÓMIC MANGA,Ivréa,AO NO FLAG,12/9/2019,Rústica,200,flag_6.jpg
9788413340869,CAPITANA MARVEL 03: EL ENEMIGO INTERIOR (Marvel saga 87),20.0,"Filipe Andrade, Kelly Sue DeConnick, Matteo Buffagni, Scott Hepburn",MARVEL COMICS,Panini Comics,MARVEL SAGA: CAPITANA MARVEL,12/9/2019,Cartoné,200,cap_marvel_saga_2.jpg
9788413340845,KILLRAVEN: LA GUERRA DE LOS MUNDOS,20.0,Alan Davis,MARVEL COMICS,Panini Comics,KILLRAVEN: LA GUERRA DE LOS MUNDOS,12/9/2019,Cartoné,152,killraven_2.jpg
9788413340852,THOR: SIN PREVIO AVISO,21.0,"Mike Deodato, William Messner-Loebs",MARVEL COMICS,Panini Comics,THOR: SIN PREVIO AVISO,12/9/2019,Cartoné,176,thor_sin_aviso.jpg
9788413340937,HEROES REBORN: EL REGRESO,30.0,"Charlie Adlard, Chris Claremont, Joe Casey, Joe Kelly, Mike McKone, Peter David, Salvador Larroca",MARVEL COMICS,Panini Comics,HEROES REBORN: EL REGRESO,12/9/2019,Cartoné,288,heores_reborn_regreso.jpg
9788413340876,LOS 4 FANTASTICOS DE JONATHAN HICKMAN 01: EL PUENTE (Marvel saga),16.0,"Adi Granov, Jonathan Hickman, Sean Chen",MARVEL COMICS,Panini Comics,LOS 4 FANTASTICOS DE JONATHAN HICKMAN (Marvel saga),12/9/2019,Cartoné,144,4_fantasticos_saga.jpg
9788494767098,DESCORAZONADA,16.0,"Kelly Thompson, Meredith Mcclaren",CÓMIC EUROPEO,Grafito Editorial,DESCORAZONADA,12/9/2019,Rústica con solapas,160,descorazonada.jpg
9788491739777,MAX: LOS ANOS 20,20.0,"Arturo Pérez-Reverte, Rubén Del Rincon, Salva Rubio",CÓMIC EUROPEO,Planeta Cómic,MAX: LOS ANOS 20,12/9/2019,Cartoné,144,max.jpg
9788417419240,VISIONES DEL MAL EN JAPON,23.0,"Katsushika Hokusai, Utagawa Kuniyoshi",CÓMIC MANGA,SATORI,VISIONES DEL MAL EN JAPON,12/9/2019,Rústica con sobrecubierta,240,visiones_mal_japon.jpg
9788416890637,WABI SABI UN MES EN JAPON,23.9,Amaia Arrazola,LIBROS ILUSTRADOS,Planeta Cómic,WABI SABI UN MES EN JAPON,12/9/2019,Cartoné,208,wabi_sabi.jpg
9788416249374,ALIX SENATOR 08: LA CIUDAD DE LOS VENENOS,18.0,"Jacques Martin, Thierry Démarez, Valérie Mangin",CÓMIC EUROPEO,Coeditum,ALIX SENATOR,12/9/2019,Cartoné,48,alix_senator_8.jpg
9788417956141,LOS HOMBRECITOS vol.12: 1995-1997,29.95,"Hao, Seron",CÓMIC EUROPEO,Dolmen,LOS HOMBRECITOS,12/9/2019,Cartoné,160,hombrecitos_12.jpg
9788413340906,MISTICA 02: QUIETUD (Marvel collection),30.0,"Manuel García, Sean McKeever",MARVEL COMICS,Panini Comics,MISTICA,12/9/2019,Cartoné,272,mistica_2.jpg
9788413342092,KAOS Y LOBEZNO: FUSION,23.0,"Jon J. Muth, Louise Simonson, Walter Simonson",MARVEL COMICS,Panini Comics,KAOS Y LOBEZNO: FUSION,12/9/2019,Cartoné,224,kaos_lobezno.jpg
9788413340951,MARVEL HALLOWEEN HORROR,17.0,"Alessandro Vitti, Gerry Duggan, Jen Soska, Kevin Maguire, Robbie Thompson, Sylvia Soska",MARVEL COMICS,Panini Comics,MARVEL HALLOWEEN HORROR,12/9/2019,Cartoné,112,halloween_horror.jpg
9788413341699,VENENO: ORIGEN OSCURO,18.0,"Ángel Medina, Zeb Wells",MARVEL COMICS,Panini Comics,VENENO: ORIGEN OSCURO,12/9/2019,Cartoné,128,veneno_origen_oscuro.jpg
9788416986668,LA SALVAJE HULKA: LA SAGA COMIENZA (MARVEL LIMITED EDITION),39.95,"John Buscema, Mike Vosburg, Stan Lee, Varios autores",MARVEL COMICS,Panini Comics,LA SALVAJE HULKA,12/9/2019,Cartoné,328,salvaje_hulka.jpg
9788416188826,REQUIEM POR EL REY DE LA ROSA 06,8.0,Aya Kanno,CÓMIC MANGA,Tomodomo,REQUIEM POR EL REY DE LA ROSA,12/9/2019,Rústica con sobrecubierta,192,requiem_rosa_6.jpg
9788417960636,CONVERGENCIA (Edicion integral),34.0,"Aaron Lopresti, Andy Kubert, Carlo Pagulayan, Dan Jurgens, Ed Benes, Jeff King, Scott Lobdell",UNIVERSO DC,ECC Ediciones,CONVERGENCIA (Edicion integral),10/9/2019,Cartoné,336,convergencia.jpg
9788417960797,KID ETERNITY,19.95,"Duncan Fegredo, Grant Morrison",VERTIGO,ECC Ediciones,KID ETERNITY,10/9/2019,Cartoné,168,kid_eternity.jpg
9788417960759,BATMAN: EXTREMAUNCION (R.I.P. PARTE 05),25.0,"Adam Kubert, Dennis O´Neil, Don Kramer, Dustin Nguyen, Fabian Nicieza, Peter Tomasi",UNIVERSO DC,ECC Ediciones,BATMAN DE GRANT MORRISON,10/9/2019,Cartoné,232,batman_extramunicion.jpg
9788417960711,EL BATMAN QUE RIE 05 (de 07),2.25,"Eduardo Risso, James Tynion IV, Scott Snyder",UNIVERSO DC,ECC Ediciones,EL BATMAN QUE RIE,10/9/2019,Grapa,24,batman_rie_5.jpg
9788417960735,EL RELOJ DEL JUICIO FINAL 04 (de 12),2.95,"Gary Frank, Geoff Johns",UNIVERSO DC,ECC Ediciones,EL RELOJ DEL JUICIO FINAL,10/9/2019,Grapa,32,juicio_final_5.jpg
9788417960803,LAS AVENTURAS DE BATMAN 09 (Kodomo),2.25,"Brad Bader, Kelley Puckett","KODOMO, UNIVERSO DC",ECC Ediciones,LAS AVENTURAS DE BATMAN,10/9/2019,Grapa,24,aventuras_batman_9.jpg
9788417960810,BATMAN ES DE CONFIANZA (Kodomo),3.95,"Christopher Harbo, Otis Frampton",KODOMO,ECC Ediciones,BATMAN ES DE CONFIANZA,10/9/2019,Grapa,24,batman_confianza.jpg
9788417960643,BATMAN: CONDENADO 03,10.95,"Brian Azzarello, Lee Bermejo",UNIVERSO DC,ECC Ediciones,BATMAN: CONDENADO,10/9/2019,Cartoné,48,condenado_3.jpg
9788417960650,"Y, EL ULTIMO HOMBRE: LIBRO CINCO (De 05)",34.0,"Brian K. Vaughan, Goran Sudzuka, Pia Guerra",CÓMIC USA,ECC Ediciones,"Y, EL ULTIMO HOMBRE",10/9/2019,Cartoné,328,ultimo_hombre_5.jpg
9788417960445,SUPERMAN: HIJO ROJO (Edicion DC Black Label),19.95,"Dave Johnson, Kilian Plunkett, Mark Millar",UNIVERSO DC,ECC Ediciones,SUPERMAN: HIJO ROJO (Edicion DC Black Label),10/9/2019,Cartoné,168,label_hijo_rojo.jpg
9788417960766,LA VIEJA HARLEY,16.95,"Frank Tieri, Iñaki Miranda",UNIVERSO DC,ECC Ediciones,LA VIEJA HARLEY,10/9/2019,Cartoné,128,vieja_harley.jpg
9788417960728,FLASH 49 / 35,3.5,"Joshua Williamson, Scott Kolins",UNIVERSO DC,ECC Ediciones,FLASH (Serie mensual),10/9/2019,Grapa,48,flash_35.jpg
9788417960742,YOUNG JUSTICE 04,2.25,"Brian Michael Bendis, Patrick Gleason",UNIVERSO DC,ECC Ediciones,YOUNG JUSTICE,10/9/2019,Grapa,24,young_justice_4.jpg
9788417960827,HASTA QUE LA MUERTE NOS SEPARE  08 (de 13),14.95,"Double S, Hiroshi Takashige",CÓMIC MANGA,ECC Ediciones,HASTA QUE LA MUERTE NOS SEPARE,10/9/2019,Rústica con sobrecubierta,420,muerte_separe_8.jpg
9788417771164,HISTORIAS DEL BUCLE (TALES FROM THE LOOP),29.9,Simon Stålenhag,LIBROS ILUSTRADOS,Roca Editorial,HISTORIAS DEL BUCLE (TALES FROM THE LOOP),9/9/2019,Cartoné,128,historias_bucle.jpg
9788420452098,MAGALINA Y EL GRAN MISTERIO,15.95,"Douye, Paola Antista",INFANTIL Y JUVENIL,Alfaguara,SERIE MAGALINA,9/9/2019,Cartoné,48,magalina_misterio.jpg
9788494983047,PAPAYA SALAD,22.5,Elisa Macellari,CÓMIC EUROPEO,Liana Editorial,PAPAYA SALAD,9/9/2019,Cartoné,232,papaya_salad.jpg
9788417773571,HILDA Y EL ESPACIO DE LA NADA,14.95,"Luke Pearson, Stephen Davies","INFANTIL Y JUVENIL, LIBROS ILUSTRADOS",MONTENA MONDADORI,HILDA Y EL ESPACIO DE LA NADA,9/9/2019,Cartoné,,hilda_nada.jpg
9788420452500,MAGALINA I EL GRAN MISTERI (Edicio en catala),15.95,"Douye, Paola Antista",INFANTIL Y JUVENIL,Alfaguara,SERIE MAGALINA (Edicio en catala),9/9/2019,Cartoné,,magalina_msiteri.jpg
9788417247508,SEX!OH!: MI REVOLUCION SEXUAL,16.95,Lyona,"CÓMIC ERÓTICO, CÓMIC EUROPEO",Random Cómics,SEX!OH!: MI REVOLUCION SEXUAL,9/9/2019,Cartoné,144,sex-oh.jpg
9788466346351,REBELION EN LA GRANJA ,16.95,Bernardi Odyr,CÓMIC EUROPEO,DeBolsillo,REBELION EN LA GRANJA,9/9/2019,Cartoné,176,rebelion_granja.jpg
9788417318475,"!KOTA, VEN!",20.0,Takashi Murakami,CÓMIC MANGA,Ponent Mon,"!KOTA, VEN!",29/8/2019,Rústica con solapas,256,kota_ven.jpg
9788417722432,LIGA DE LA JUSTICIA OSCURA: A OSCURAS (Edicion integral),46.5,"Andrea Sorrentino, Jeff Lemire, Mikel Janín, Peter Milligan, Ray Fawkes, Varios autores",UNIVERSO DC,ECC Ediciones,LIGA DE LA JUSTICIA OSCURA,28/12/2018,Cartoné,576,justicia_oscura.jpg
9788417442200,EL GRAN LIBRO YUM YUM,18.9,Robert Crumb,CÓMIC USA,La Cúpula,EL GRAN LIBRO YUM YUM,8/11/2018,Rústica,160,libro_yum.jpg
9788494903069,"EL UNIVERSO DE MAKOTO SHINKAI: A TRAVES DEL TIEMPO, EL ESPACIO Y LA DISTANCIA",25.95,Álvaro López Martin,LIBROS TEÓRICOS,Diábolo Ediciones,EL UNIVERSO DE MAKOTO SHINKAI,31/10/2018,Cartoné,244,makoto_shinkai.jpg
9788492444717,MISS HOKUSAI 02,24.0,Hinako Sugiura,CÓMIC MANGA,Ponent Mon,MISS HOKUSAI,23/5/2018,Rústica con solapas,352,miss_hokusai_2.jpg
9788416251971,COSMONAUTA,16.0,Pep Brocal,CÓMIC EUROPEO,Astiberri,COSMONAUTA,3/3/2017,Rústica con solapas,176,cosmonauta_1.jpg
