ISBN,Título,Precio,Autores,Colecciones,Editoriales,Series,Fecha de venta,Formato,Páginas,Nombre Imagen
9788491734840,DRAGON BALL: AQUELLA VEZ QUE ME REENCARNE EN YAMCHA,6.95,"Akira Toriyama, Dragon Garow Lee",CÓMIC MANGA,Planeta Cómic,DRAGON BALL: AQUELLA VEZ QUE ME REENCARNE EN YAMCHA,15/10/2019,Cartoné con sobrecubierta,144,dragonball_yamcha.jpg
9788491737209,DAILY BUTTERFLY 01 (de 12),7.95,Suu Morishita,CÓMIC MANGA,Planeta Cómic,DAILY BUTTERFLY,15/10/2019,Rústica con sobrecubierta,192,butterfly.jpg
9788491740148,MY HERO ACADEMIA VIGILANTE ILLEGALS 01,7.95,Kohei Horikoshi,CÓMIC MANGA,Planeta Cómic,MY HERO ACADEMIA VIGILANTE ILLEGALS,15/10/2019,Rústica con sobrecubierta,208,academia_vigilante.jpg
9788491737155,SWORD ART ONLINE: ABEC ART WOORKS,20.0,Reki Kawahara,ARTBOOK,Planeta Cómic,SWORD ART ONLINE: ABEC ART WOORKS,15/10/2019,Cartoné con sobrecubierta,160,saq_artbook.jpg
9788491737148,ART OF MANA (Artbook),30.0,Varios autores,ARTBOOK,Planeta Cómic,ART OF MANA,15/10/2019,Cartoné con sobrecubierta,208,secret_mana.jpg
9788491739791,BOLA DE DRAC: BROLY (Novela) (Edicio en catala),15.95,Akira Toriyama,CÓMIC MANGA,Planeta Cómic,DRAGON BALL: BROLY (Novela),15/10/2019,Rústica con solapas,200,bola_broly.jpg
9788491733195,DRAGON QUEST VII: FRAGMENTOS DE UN MUNDO OLVIDADO 01 (de 14),8.95,Kamui Fujiwara,CÓMIC MANGA,Planeta Cómic,DRAGON QUEST VII: FRAGMENTOS DE UN MUNDO OLVIDADO,15/10/2019,Rústica con sobrecubierta,208,dragon_quest_7_1.jpg
9788491730088,STAR WARS: UNA NUEVA ESPERANZA (Manga),20.0,Hisao Tamaki,CÓMIC MANGA,Planeta Cómic,STAR WARS: UNA NUEVA ESPERANZA (Manga),15/10/2019,Cartoné,344,sw_manga.jpg
9788416131495,TOMAR REFUGIO,26.0,"Mathias Énard, Zeina Abirached",CÓMIC EUROPEO,Salamandra,TOMAR REFUGIO,14/10/2019,Rústica con solapas,344,tomar_refugio.jpg
9788426406774,NO FALTABA MAS,16.95,Ros,CÓMIC EUROPEO,Lumen,NO FALTABA MAS,14/10/2019,Rústica con solapas,184,faltaba_mas.jpg
9788402423108,EL ORIGINAL,21.9,"Marcelo Dematei, Mario Torrecillas, Montse Torrecillas",CÓMIC EUROPEO,Bruguera,EL ORIGINAL,14/10/2019,Cartoné,176,original.jpg
9788466349000,!TE LLAMAREMOS...! O COMO SOBREVIVIR A UNA ENTREVISTA DE TRABAJO,14.95,Mathilde Ramadier,CÓMIC EUROPEO,DeBolsillo,!TE LLAMAREMOS...!,14/10/2019,Rústica,112,te_llamaremos.jpg
9788418061103,KUROKO NO BASKET 29,8.0,Tadatoshi Fujimaki,CÓMIC MANGA,Ivréa,KUROKO NO BASKET,10/10/2019,Rústica con sobrecubierta,200,kuroko_29.jpg
9788418061097,PRISON SCHOOL 27,8.0,Akira Hiramoto,CÓMIC MANGA,Ivréa,PRISON SCHOOL,10/10/2019,Rústica con sobrecubierta,200,prison_27.jpg
9788493508807,SHENZHEN,18.0,Guy Delisle,CÓMIC EUROPEO,Astiberri,SHENZHEN,10/10/2019,Rústica,152,shenzen.jpg
9788417956271,JOHNNY HAZARD 1956-1957,29.9,Frank Robbins,CÓMIC EUROPEO,Dolmen,JOHNNY HAZARD,10/10/2019,Cartoné,208,johnny_hazard.jpg
9788413341163,EL ASOMBROSO SPIDERMAN 40: SPIDERMAN SUPERIOR. MENTE PERTURBADORA (Marvel Saga 89),16.0,"Dan Slott, Humberto Ramos, Ryan Stegman",MARVEL COMICS,Panini Comics,MARVEL SAGA: SPIDERMAN,10/10/2019,Cartoné,120,spiderman_sag.jpg
9788413341156,EL ASOMBROSO SPIDERMAN: EL ALMA DEL CAZADOR,30.0,"J. M. DeMatteis, Luke Ross, Mike Zeck, Shawn McManus",MARVEL COMICS,Panini Comics,EL ASOMBROSO SPIDERMAN: EL ALMA DEL CAZADOR,10/10/2019,Cartoné,288,spiderman_alma_cazador_1.jpg
9788493758806,LA DURA VIDA DE UN HOMBRE PERFECTO,25.0,David Cantero,CÓMIC EUROPEO,Cantero editorial,LA DURA VIDA DE UN HOMBRE PERFECTO,10/10/2019,Cartoné,64,hombre_perfecto.jpg
977169763400700293,DOLMEN 293,3.2,Varios autores,CÓMIC USA,Dolmen,REVISTA DOLMEN,10/10/2019,Rústica,76,dolmen_293.jpg
9788469627464,GENERACIONES ASTERIX: EL ALBUM HOMENAJE,19.99,Varios autores,LIBROS ILUSTRADOS,Salvat,GENERACIONES ASTERIX: EL ALBUM HOMENAJE,10/10/2019,Cartoné,144,asterix.jpg
9788418061387,ONE PUNCH-MAN 20,8.0,"ONE, Yusuke Murata",CÓMIC MANGA,Ivréa,ONE PUNCH-MAN,10/10/2019,Rústica con sobrecubierta,200,one_punch_20.jpg
9788418061004,SHIN MAZINGER ZERO 08,8.5,"Go Nagai, Yoshikai Tabata, Yuukio Yogo",CÓMIC MANGA,Ivréa,SHIN MAZINGER ZERO,10/10/2019,Rústica con sobrecubierta,200,mazinger_zero_8.jpg
9788416435593,EPIPHANIA 02,23.5,"Fanny Michaelis, Ludovic Debeurme",CÓMIC USA,Kraken,EPIPHANIA,10/10/2019,Cartoné,136,epiphania_2.jpg
9788417575151,AMORES EXTRANOS,18.0,"Audrey Niffebegger, Eddie Campbell",CÓMIC EUROPEO,Astiberri,AMORES EXTRANOS,10/10/2019,Cartoné,176,amores_extra_os.jpg
9788413341170,DAREDEVIL 24: RENACIMIENTO (Marvel Saga 90),16.0,"Andy Diggle, Davide Gianfelice",MARVEL COMICS,Panini Comics,MARVEL SAGA: DAREDEVIL,10/10/2019,Cartoné,128,daredevil_saga_2.jpg
9788413341149,MOON GIRL Y DINOSAURIO DIABOLICO 07: MAL SUENO,17.0,"Brandon Montclare, Gustavo Duarte, Natacha Bustos",MARVEL COMICS,Panini Comics,MOON GIRL Y DINOSAURIO DIABOLICO,10/10/2019,Cartoné,120,moon_girl_dinosaurio_7.jpg
9788413341002,KINGSMAN: THE RED DIAMOND,20.0,"Rob Williams, Simon Fraser",CÓMIC USA,Panini Comics,KINGSMAN: THE RED DIAMOND,10/10/2019,Cartoné,144,kingsman.jpg
9788416035847,EL MUNDO DE HIELO Y FUEGO (Edicion rustica),30.0,"George R. R. Martin, Linda Antonsson",LIBROS TEÓRICOS,Gigamesh,EL MUNDO DE HIELO Y FUEGO (Edicion rustica),10/10/2019,Rústica con solapas,336,mundo_hielo_fuego.jpg
9788412034998,LO QUE NUNCA TE CONTARON SOBRE... BUSCAR PISO,11.95,Igor Fernández,CÓMIC EUROPEO,Diábolo Ediciones,LO QUE NUNCA TE CONTARON SOBRE... BUSCAR PISO,10/10/2019,Cartoné,134,buscar_piso.jpg
9788469627471,GENERACIONS ASTERIX: L'ALBUM HOMENATGE (Edicio en catala),19.99,Varios autores,LIBROS ILUSTRADOS,Salvat,GENERACIONES ASTERIX: EL ALBUM HOMENAJE,10/10/2019,Cartoné,144,asterix_cat.jpg
9788491740193,LAMENTABLES DATOS ANIMALES,11.95,Brooke Barker,CÓMIC MANGA,Planeta Cómic,LAMENTABLES DATOS ANIMALES,8/10/2019,Rústica con solapas,216,datos_animales.jpg
9788491735649,STAR WARS 51,2.5,"Kieron Gillen, Salvador Larroca",UNIVERSO STAR WARS,Planeta Cómic,STAR WARS (Serie mensual),8/10/2019,Grapa,32,sw_51.jpg
9788491739012,JIMMY'S BASTARD 02 (de 02),14.95,"Garth Ennis, Russ Braun",AFTERSHOCK,Planeta Cómic,JIMMYS BASTARD,8/10/2019,Cartoné,128,jimmy_bastard_2.jpg
9788491735717,VINLAND SAGA 20,12.95,Makoto Yukimura,CÓMIC MANGA,Planeta Cómic,VINLAND SAGA,8/10/2019,Rústica con sobrecubierta,192,vinland_saga_20.jpg
9788491734499,LIAR GAME 06 (de 19) (Nueva edicion),8.95,Shinobu Kaitani,CÓMIC MANGA,Planeta Cómic,LIAR GAME,8/10/2019,Cartoné con sobrecubierta,200,liar_game_6.jpg
9788491468967,MARMALADE BOY LITTLE 07,7.95,Wataru Yoshizumi,CÓMIC MANGA,Planeta Cómic,MARMALADE BOY LITTLE,8/10/2019,Rústica con sobrecubierta,184,marmalade_little_7.jpg
9788491736721,DORAEMON Y LOS SIETE MAGOS,9.95,Fujiko Fujio,CÓMIC MANGA,Planeta Cómic,DORAEMON Y LOS SIETE MAGOS,8/10/2019,Rústica con sobrecubierta,144,doraemon_magos.jpg
9788491468608,NO ME LO DIGAS CON FLORES KANZENBAN 10 (de 20),16.95,Yoko Kamio,CÓMIC MANGA,Planeta Cómic,NO ME LO DIGAS CON FLORES,8/10/2019,Rústica con sobrecubierta,352,no_con_flores_10.jpg
9788491532088,ONE PIECE 88,6.95,Eiichiro Oda,CÓMIC MANGA,Planeta Cómic,ONE PIECE,8/10/2019,Rústica con sobrecubierta,192,one_piece_88.jpg
9788491733256,DRAGON QUEST VI: LOS REINOS ONIRICOS 06 (de 10),8.95,"Aki Tomato, Masaomi Kanzaki, Yuji Horii",CÓMIC MANGA,Planeta Cómic,DRAGON QUEST VI,8/10/2019,Rústica con sobrecubierta,192,dragon_quest_oniricos_6.jpg
9788491734796,DRAGON BALL SUPER 23 (SERIE ROJA No 234),2.95,"Akira Toriyama, Toyotaro",CÓMIC MANGA,Planeta Cómic,DRAGON BALL SUPER: SERIE ROJA,8/10/2019,Rústica,40,dragon_234.jpg
9788491740070,NTR NETSUZO TRAP 01 (de 06),8.95,Naoko Kodama,CÓMIC MANGA,Planeta Cómic,NTR NETSUZO TRAP,8/10/2019,Cartoné con sobrecubierta,168,netsuzo_trap.jpg
9788491467557,OFRENDA A LA TORMENTA,20.0,"Dolores Redondo, Ernest Sala",CÓMIC EUROPEO,Planeta Cómic,TRILOGIA DEL BAZTAN,8/10/2019,Cartoné,228,ofrenda_tormenta.jpg
9788491739708,STAR WARS: NUEVA ENCICLOPEDIA DE PERSONAJES 2019,25.0,Varios autores,LIBROS TEÓRICOS,DKespañol,STAR WARS: NUEVA ENCICLOPEDIA DE PERSONAJES 2019,8/10/2019,Cartoné,224,sw_enciclopedia.jpg
9788491737520,CONAN EL BARBARO 06 (Edicion integral),35.0,Roy Thomas,UNIVERSO CONAN,Planeta Cómic,CONAN EL BARBARO (Edicion integral),8/10/2019,Cartoné,704,conan_barbaro_6.jpg
9788491731405,ASSASSIN'S CREED: CONSPIRADORES,20.0,Jean-Baptiste Hostache,CÓMIC USA,Planeta Cómic,ASSASSIN'S CREED: CONSPIRADORES,8/10/2019,Cartoné,96,assassin_cred.jpg
9788491740230,STAR WARS: JASON AARON OMNIBUS 01 (de 02),60.0,"Jason Aaron, Kieron Gillen",STAR WARS,Planeta Cómic,STAR WARS: JASON AARON OMNIBUS,8/10/2019,Cartoné,688,sw_jason_aaron.jpg
9788417294724,INFINITY 8 VOL 04: GUERRILLA SIMBOLICA,20.0,"Lewis Trondheim, Martin Trystam",CÓMIC EUROPEO,Dibbuks,INFINITY 8,8/10/2019,Cartoné,96,infinity_8.jpg
9788417893927,LA ODISEA ILUSTRADA,28.0,"Carmen Estrada, Homero, Miguel Brieva",LIBROS ILUSTRADOS,Malpaso,LA ODISEA ILUSTRADA,8/10/2019,Cartoné,352,odisea_ilustrada.jpg
9788416131501,LAS EDADES DE LA RATA,24.0,Martín López Lam,CÓMIC EUROPEO,Salamandra,LAS EDADES DE LA RATA,8/10/2019,Rústica con solapas,244,edades_rata.jpg
9788417553043,DIARIO DE ITALIA,25.9,David B.,CÓMIC EUROPEO,Impedimenta,DIARIO DE ITALIA,8/10/2019,Cartoné,304,diario_italia.jpg
9788412044652,BOTCHAN,14.5,"Kaori Ohkura, Soseki Natsume",CÓMIC MANGA,Quaterni,BOTCHAN,8/10/2019,Rústica con solapas,196,botchan.jpg
9788491740414  ,DREADSTAR 01,30.0,Jim Starlin,CÓMIC USA,Planeta Cómic,DREADSTAR,8/10/2019,Cartoné,384,31240095901_G.jpg
9788491740421,EL ANILLO DEL NIBELUNGO,42.0,P. Craig Russell,CÓMIC USA,Planeta Cómic,EL ANILLO DE LOS NIBELUNGOS,8/10/2019,Cartoné,456,anillo_nibelungo.jpg
9788491735564,STAR WARS: DARTH VADER LORD OSCURO 16,2.5,"Charles Soule, Giuseppe Camuncoli",UNIVERSO STAR WARS,Planeta Cómic,STAR WARS: DARTH VADER LORD OSCURO,8/10/2019,Grapa,32,sw_lord_16.jpg
9788491737384,ANIMOSITY 02,14.95,"Marguerite Bennett, Rafael De Latorre",AFTERSHOCK,Planeta Cómic,ANIMOSITY,8/10/2019,Cartoné,128,animosity_2.jpg
9788491735045,20TH CENTURY BOYS No10/11 (Nueva edicion),15.95,Naoki Urasawa,CÓMIC MANGA,Planeta Cómic,20TH CENTURY BOYS,8/10/2019,Rústica con sobrecubierta,416,century_boys_10.jpg
9788491734482,LIAR GAME 05 (de 19) (Nueva edicion),8.95,Shinobu Kaitani,CÓMIC MANGA,Planeta Cómic,LIAR GAME,8/10/2019,Cartoné con sobrecubierta,200,liar_game_5.jpg
9788491468639,PAPER GIRLS 22,2.5,"Brian K. Vaughan, Cliff Chiang",CÓMIC USA,Planeta Cómic,PAPER GIRLS,8/10/2019,Grapa,32,paper_girls_22.jpg
9788491735090,ACCEL WORLD 02 (Novela),20.0,Reki Kawahara,CÓMIC MANGA,Planeta Cómic,ACCEL WORLD (Novela),8/10/2019,Rústica con solapas,336,accel_world_novela.jpg
9788491731030,BLACK JACK 06 (de 08),25.0,Osamu Tezuka,CÓMIC MANGA,Planeta Cómic,BLACK JACK,8/10/2019,Cartoné,608,black_jack_6.jpg
9788491736691,BLOOM INTO YOU 02 (de 08),8.95,Nakatani Nio,CÓMIC MANGA,Planeta Cómic,BLOOM INTO YOU,8/10/2019,Rústica con sobrecubierta,178,bloom_into_you_2.jpg
9788491531968,DETECTIVE CONAN Vol. 2 No 94,7.95,Gosho Aoyama,CÓMIC MANGA,Planeta Cómic,DETECTIVE CONAN,8/10/2019,Rústica,176,detective_conan_94.jpg
9788491734932,BOLA DE DRAC SUPER 23 (SERIE VERMELLA No 234) (Edicio en catala),2.95,"Akira Toriyama, Toyotaro",CÓMIC MANGA,Planeta Cómic,BOLA DE DRAC SUPER: SERIE VERMELLA (EN CATALA),8/10/2019,Rústica,40,bola_234.jpg
9788416636501,DRAGON BALL SUPER 04,7.95,Akira Toriyama,CÓMIC MANGA,Planeta Cómic,DRAGON BALL SUPER,8/10/2019,Rústica con sobrecubierta,200,dragon_super_4.jpg
9788491740155,RWBY,12.95,Shirow Miwa,CÓMIC MANGA,Planeta Cómic,RWBY,8/10/2019,Rústica con sobrecubierta,252,rwby.jpg
9788491734703,CONAN LA LEYENDA 02 (de 04) (Edicion integral),30.0,Kurt Busiek,UNIVERSO CONAN,Planeta Cómic,CONAN LA LEYENDA INTEGRAL,8/10/2019,Cartoné,496,conan_leyenda_2.jpg
9788491533030,LAS CRONICAS DE CONAN 32 (de 34): LA SEGUNDA VENIDA DE SHUMA-GORATH Y OTRAS HISTORIAS,25.0,"Gary Hartle, Mike Docherty, Roy Thomas",UNIVERSO CONAN,Planeta Cómic,LAS CRONICAS DE CONAN,8/10/2019,Cartoné,,cronicas_conan_32.jpg
9788491730798,UN PEQUENO ASESINATO,16.95,Alan Moore,CÓMIC USA,Planeta Cómic,UN PEQUENO ASESINATO,8/10/2019,Cartoné,112,peque_o_asesinato.jpg
9788491738008,STAR WARS: LAS TORMENTAS DE CRAIT,5.5,"Ben Acker, Ben Blacker",STAR WARS,Planeta Cómic,STAR WARS: LAS TORMENTAS DE CRAIT,8/10/2019,Rústica,64,sw_tormenta.jpg
9788418002489,UNITY (Edicion de lujo),39.95,"Cafu, Cary Nord, James Asmus, Lewis Larosa, Matt Kindt, Pere Pérez",UNIVERSO VALIANT,Medusa Cómics,UNITY (Edicion de lujo),8/10/2019,Cartoné con sobrecubierta,432,unity.jpg
9788417318529,BAJO UN NUEVO CIELO,22.0,"Cocoro Hirai, Kei Fujii",CÓMIC MANGA,Ponent Mon,BAJO UN NUEVO CIELO,8/10/2019,Rústica con solapas,240,bajo_nuevo_cielo.jpg
9788494983054,LLUVIA DE PRIMAVERA,12.0,"Andrea Rivola, Paolina Barruchello",CÓMIC EUROPEO,Liana Editorial,LLUVIA DE PRIMAVERA,8/10/2019,Rústica,64,lluvia_primavera.jpg
9788417989064,EL AMERICANO,15.0,Calo,CÓMIC EUROPEO,Nuevo Nueve,EL AMERICANO,8/10/2019,Rústica,208,americano.jpg
9788426407283,MAFALDA: EN ESTA FAMILIA NO HAY JEFES,12.9,"A. H. Palacios, Quino",CÓMIC EUROPEO,Lumen,MAFALDA: EN ESTA FAMILIA NO HAY JEFES,7/10/2019,Rústica,168,mafalda_jefes.jpg
9788466349673,UN SACO DE CANICAS,16.95,Joseph Joffo,CÓMIC EUROPEO,DeBolsillo,UN SACO DE CANICAS,7/10/2019,Cartoné,128,saco_canicas.jpg
9788491734697,CONAN LA LEYENDA 01 (de 04) (Edicion integral),30.0,Kurt Busiek,UNIVERSO CONAN,Planeta Cómic,CONAN LA LEYENDA INTEGRAL,4/10/2019,Cartoné,504,conan_leyenda_integral.jpg
977000555000800004,MILES MORALES: SPIDER-MAN 04,4.0,"Javier Garrón, Saladin Ahmed",MARVEL COMICS,Panini Comics,MILES MORALES: SPIDER-MAN,3/10/2019,Grapa,48,morales_4.jpg
9770005443003,TONY STARK: IRON MAN 08 (No 107),4.0,"Gail Simone, Paolo Villanelli",MARVEL COMICS,Panini Comics,IRON MAN (Serie Mensual),3/10/2019,Grapa,48,iron_man_8.jpg
977000557000600002,LA ERA DE HOMBRE-X: APOCALIPSIS Y LOS X-TRACTOS 02,5.25,"Salva Espín, Tim Seeley",MARVEL COMICS,Panini Comics,LA HERA DE HOMBRE-X: APOCALIPSIS Y LOS X-TRACTOS,3/10/2019,Grapa,64,apocalipsis.jpg
9789898355317,ARTE DE ALCALA,18.5,"Alfredo Alcalá, Tristan Cardona",CÓMIC USA,LIBROS DE PAPEL,ARTE DE ALCALA,3/10/2019,Rústica,64,arte_alcala.jpg
9788494767074,VIAJE A XAMBALA,16.0,Varios autores,CÓMIC EUROPEO,Grafito Editorial,VIAJE A XAMBALA,3/10/2019,Rústica con solapas,168,xambala.jpg
9788412089103,EN BUSCA DE TOTORO: APUNTES DE UN PASEO POR EL BOSQUE,25.95,Sebastian Hirr,LIBROS TEÓRICOS,Diábolo Ediciones,EN BUSCA DE TOTORO: APUNTES DE UN PASEO POR EL BOSQUE,3/10/2019,Cartoné,250,busca_totoro.jpg
9788417920791,DUSK MAIDEN OF AMNESIA 08,8.5,MAYBE,CÓMIC MANGA,Ivréa,DUSK MAIDEN OF AMNESIA,3/10/2019,Rústica con sobrecubierta,200,dusk_amnesia_8.jpg
9788418061066,NIBIIRO MUSICA 01,8.5,Kemeko Tokoro,CÓMIC MANGA,Ivréa,NIBIIRO MUSICA,3/10/2019,Rústica con sobrecubierta,200,nibiiro_musica.jpg
9788418002472,LA REINA OLVIDADA,13.5,"Amilcar Pinna, Jeff Powell, Tini Howard, Ulises Arreola",UNIVERSO VALIANT,Medusa Cómics,LA REINA OLVIDADA,3/10/2019,Rústica,112,reina_olvidada.jpg
9788418002373,X-O MANOWAR 25,2.5,"Dave Sharpe, Diego Rodriguez, Matt Kindt, Tomás Giorello",UNIVERSO VALIANT,Medusa Cómics,X-O MANOWAR (Serie mensual),3/10/2019,Grapa,24,manowar_25.jpg
9788418002434,LIVEWIRE 06,2.5,"Kano, Saida Temofonte, Vita Ayala",UNIVERSO VALIANT,Medusa Cómics,LIVEWIRE,3/10/2019,Grapa,24,livewire_6.jpg
977000556100400005,CAPITANA MARVEL 05 (Serie mensual),2.2,"Carmen Carnero, Kelly Thompson",MARVEL COMICS,Panini Comics,CAPITANA MARVEL (Serie mensual),3/10/2019,Grapa,24,cap_marvel_5.jpg
977000557500100002,DAREDEVIL 02 (Serie mensual),4.0,"Chip Zdarsky, Marco Checchetto",MARVEL COMICS,Panini Comics,DAREDEVIL (Serie mensual),3/10/2019,Grapa,48,daredevil_2_2.jpg
977000546200400087,EL INMORTAL HULK 12 (87),2.75,"Al Ewing, Joe Bennett",MARVEL COMICS,Panini Comics,HULK (Serie Mensual),3/10/2019,Grapa,24,hulk_12.jpg
977000555500300006,EL VIEJO QUILL 06,2.2,"Ethan Sacks, Ibraim Roberson",MARVEL COMICS,Panini Comics,EL VIEJO QUILL,3/10/2019,Grapa,24,viejo_quill_6.jpg
977000555100500004,HOMBRE MUERTO LOGAN 04,4.0,"Ed Brisson, Mike Henderson",MARVEL COMICS,Panini Comics,HOMBRE MUERTO LOGAN,3/10/2019,Grapa,48,muerto_logan_4.jpg
977000556700600004,LA MAGNIFICA MS. MARVEL 04 (Serie mensual),4.0,"Eve L. Ewing, Joey Vazquez, Minkyu Jung, Saladin Ahmed",MARVEL COMICS,Panini Comics,LA MAGNIFICA MS. MARVEL,3/10/2019,Grapa,48,ms_marvel_4.jpg
977000554300000011,LOS CUATRO FANTASTICOS 11,2.2,"Dan Slott, Paco Medina",MARVEL COMICS,Panini Comics,LOS CUATRO FANTASTICOS,3/10/2019,Grapa,24,duatro_fantasticos_11.jpg
977000550000300044,MASACRE 13 (44),4.0,"Nic Klein, Skottie Young",MARVEL COMICS,Panini Comics,MASACRE (Serie Mensual),3/10/2019,Grapa,48,masacre_13.jpg
977000557300700003,UNIVERSO MARVEL: LA GUERRA DE LOS REINOS EXTRA 03,10.0,"Andrea Sorrentino, Jason Aaron, Leah Williams, Marcelo Ferreira, Nico León",MARVEL COMICS,Panini Comics,UNIVERSO MARVEL: LA GUERRA DE LOS REINOS EXTRA,3/10/2019,Rústica,120,extra_guerra_reinos.jpg
9770005546001,MARVEL FACSIMIL 10: CAPITAN AMERICA 25,5.5,Frank Miller,MARVEL COMICS,Panini Comics,MARVEL FACSIMIL,3/10/2019,Grapa,56,facsimil_cap_america.jpg
977000552800700022,VENENO 12 (22),2.2,"Cullen Bunn, Ibán Coello",MARVEL COMICS,Panini Comics,VENENO,3/10/2019,Grapa,24,veneno_12_2.jpg
977000557100300002,LA ERA DE HOMBRE-X: PRISIONERO X 02,5.25,"Germán Peralta, Vita Ayala",MARVEL COMICS,Panini Comics,LA ERA DE HOMBRE-X: PRISIONERO X,3/10/2019,Grapa,64,prisionero_x_2.jpg
977000557200000002,LA ERA DE HOMBRE-X: X-TREMISTAS 02,5.25,"Georges Jeanty, Leah Williams",MARVEL COMICS,Panini Comics,LA ERA DE HOMBRE-X: X-TREMISTAS,3/10/2019,Grapa,64,xtremistas_2.jpg
9788417058494,GIANT DAYS: CREDITOS EXTRA,10.0,"John Allison, Lissa Treiman, Whitney Cogar",CÓMIC USA INDEPENDIENTE,Fandogamia,GIANT DAYS,3/10/2019,Rústica,112,giant_days_6.jpg
9788417575601,UNA PEQUENA MENTIRA,25.0,"Artur Laperla, Mario Torrecillas",CÓMIC EUROPEO,Astiberri,UNA PEQUENA MENTIRA,3/10/2019,Rústica con solapas,416,peque_a_mentira.jpg
9788418061011,DEVILMAN G 05,8.5,"Go Nagai, Rui Takato",CÓMIC MANGA,Ivréa,DEVILMAN G,3/10/2019,Rústica con sobrecubierta,200,devilman_g_5.jpg
9788418061042,CITRUS 10,8.0,Saburouta,CÓMIC MANGA,Ivréa,CITRUS,3/10/2019,Rústica con sobrecubierta,200,citrus_10.jpg
9788416703524,FATE/GRAND ORDER: TURAS REALTA 01,7.95,Takeshi Kawaguchi,CÓMIC MANGA,Ediciones Babylon,FATE/GRAND ORDER: TURAS REALTA,3/10/2019,Rústica con sobrecubierta,192,fate_grand_order.jpg
9788418002465,QUANTUM + WOODY 01 (Edicion en tomo),15.95,"Andrew Dalhouse, Eliot Rahal, Francis Portela, Joe Eisma",UNIVERSO VALIANT,Medusa Cómics,QUANTUM + WOODY,3/10/2019,Rústica,192,quantum_woody_2_2.jpg
9788418002403,BLOODSHOT ESPIRITU RENACIDO 05,2.5,"Jason Wright, John K. Snyder III, Kevin Grevioux",UNIVERSO VALIANT,Medusa Cómics,BLOODSHOT ESPIRITU RENACIDO,3/10/2019,Grapa,24,bloodshot_5.jpg
977000543800900107,CAPITAN AMERICA 08 (107),2.2,"Adam Kubert, Ta-Nehisi Coates",MARVEL COMICS,Panini Comics,CAPITAN AMERICA (Serie Mensual),3/10/2019,Grapa,24,cap_america_8.jpg
977000554900200004,CONAN EL BARBARO 04 (Serie regular),4.0,"Jason Aaron, Mahmud Asrar","MARVEL COMICS, UNIVERSO CONAN",Panini Comics,CONAN EL BARBARO (Serie regular),3/10/2019,Grapa,48,conan_barbaro_4_2.jpg
977000550100000045,DOCTOR EXTRANO 12 (45),2.2,"Barry Kitson, Mark Waid",MARVEL COMICS,Panini Comics,DOCTOR EXTRANO (Serie mensual),3/10/2019,Grapa,24,dr_extra_o_12.jpg
977000533900900158,EL ASOMBROSO SPIDERMAN 09 (No 158),4.0,"Nick Spencer, Ryan Ottley",MARVEL COMICS,Panini Comics,SPIDERMAN (Serie mensual),3/10/2019,Grapa,48,asombroso_spiderman_9.jpg
977000555600000006,GUARDIANES DE LA GALAXIA 06 (69),4.75,"Donny Cates, Geoff Shaw",MARVEL COMICS,Panini Comics,GUARDIANES DE LA GALAXIA (Serie mensual),3/10/2019,Grapa,56,guardianes_galaxia_6.jpg
977000545800700090,LA IMPOSIBLE PATRULLA-X 08,6.0,"Matthew Rosenberg, Salvador Larroca",MARVEL COMICS,Panini Comics,LA IMPOSIBLE PATRULLA-X,3/10/2019,Rústica,72,imposible_patrulla_8.jpg
977000556300800003,LOBEZNO: LA LARGA NOCHE 03,4.0,"Benjamin Percy, Marcio Takara",MARVEL COMICS,Panini Comics,LOBEZNO: LA LARGA NOCHE,3/10/2019,Grapa,48,lobezno_noche_3.jpg
977000543600500110,VENGADORES 11 (110),4.0,"Ed McGuinness, Jason Aaron",MARVEL COMICS,Panini Comics,VENGADORES (Serie mensual),3/10/2019,Grapa,48,vengadores_11_2.jpg
977000557400400003,UNIVERSO MARVEL: LA GUERRA DE LOS REINOS. VIAJE AL MISTERIO,8.0,"Andre Lima Araujo, Los McElroy",MARVEL COMICS,Panini Comics,UNIVERSO MARVEL: LA GUERRA DE LOS REINOS. VIAJE AL MISTERIO,3/10/2019,Rústica,112,viaje_misterio.jpg
977000556600900004,UNIVERSO MARVEL: LA GUERRA DE LOS REINOS 04,4.0,"Jason Aaron, Russell Dauterman",MARVEL COMICS,Panini Comics,UNIVERSO MARVEL: LA GUERRA DE LOS REINOS,3/10/2019,Grapa,48,guerra_reinos_4.jpg
977000557600800002,SALVAJES VENGADOES 02 (Serie mensual),2.2,"Gerry Duggan, Mike Deodato",MARVEL COMICS,Panini Comics,SALVAJES VENGADOES (Serie mensual),3/10/2019,Grapa,24,salvajes_vengadores_2.jpg
9788417294748,LA CRUZADA DE LOS INOCENTES (Edicion en cartone) ,25.0,Chloé Cruchaudet,CÓMIC EUROPEO,Dibbuks,LA CRUZADA DE LOS INOCENTES (Edicion en cartone),1/10/2019,Cartoné,176,cruzada_inocentes.jpg
9788417960940,INSPECTOR KUROKOCHI 21,9.95,"Kôji Kono, Takashi Nagasaki",CÓMIC MANGA,ECC Ediciones,INSPECTOR KUROKOCHI,1/10/2019,Rústica con sobrecubierta,192,kurokochi_21.jpg
